"ar","ma","i","iter","quantity","x_point"
0,0,0,3,-0.946437202236993,33
0,0,0,3,1.65111243910691,34
0,0,0,3,1.81141416273339,35
0,0,0,3,2.1693375871411,36
0,0,0,3,-1.82160863069153,37
0,0,0,3,-0.764631193868903,38
0,0,0,3,1.13770719040612,39
0,0,0,3,0.606488082226974,40
0,0,0,3,0.0792942305176564,41
0,0,0,3,-1.5537694727393,42
0,0,0,3,0.525850076500398,43
0,0,0,3,-1.03759793560698,44
0,0,0,3,0.476062252931949,45
0,0,0,3,-0.718657094805531,46
0,0,0,3,-0.952787360123806,47
0,0,0,3,0.635013327885566,48
0,0,0,3,-0.136249502881441,49
0,0,0,3,0.411074427307558,50
0,0,0,3,-0.13937690887756,51
0,0,0,3,0.717523276251982,52
0,0,0,3,0.104079424516024,53
0,0,0,3,0.177244718488774,54
0,0,0,3,-0.437070408668609,55
0,0,0,3,-0.785152918482793,56
0,0,0,3,1.9587211097894,57
0,0,0,3,-0.108385981077737,58
0,0,0,3,-0.616167424245881,59
0,0,0,3,-1.05157330846576,60
0,0,0,3,0.366225466552202,61
0,0,0,3,-0.413373967901958,62
0,0,0,3,-0.132571622832415,63
0,0,0,3,0.0531456923100205,64
0,0,0,3,-2.61433019327868,65
0,0,0,3,-0.631252932408536,66
0,0,0,3,-0.327302893200944,67
0,0,0,3,-0.274790735689766,68
0,0,0,3,-0.701043824596879,69
0,0,0,3,0.851113537586705,70
0,0,0,3,-0.176978215339268,71
0,0,0,3,0.348757109326983,72
0,0,0,3,0.992186795742889,73
0,0,0,3,-0.29003142922892,74
0,0,0,3,2.08599112899157,75
0,0,0,3,0.00851927742804813,76
0,0,0,3,0.119300158783971,77
0,0,0,3,-0.0503398682596702,78
0,0,0,3,-0.613661037592003,79
0,0,0,3,-0.753385605344997,80
0,0,0,4,0.740245756210569,1
0,0,0,4,0.473849448531429,2
0,0,0,4,0.384607574920749,3
0,0,0,4,0.84774149464186,4
0,0,0,4,-0.815356219618627,5
0,0,0,4,-0.85646487314195,6
0,0,0,4,0.35916785429707,7
0,0,0,4,-0.419178709070154,8
0,0,0,4,-0.47287883988799,9
0,0,0,4,-1.21179634374406,10
0,0,0,4,1.03752025739186,11
0,0,0,4,0.736910091721482,12
0,0,0,4,0.581571080040488,13
0,0,0,4,-0.238036549492768,14
0,0,0,4,-1.04450083398199,15
0,0,0,4,0.175154367890646,16
0,0,0,4,-0.00155174759845133,17
0,0,0,4,-0.986529409151052,18
0,0,0,4,-1.79448490444509,19
0,0,0,4,0.295360897141627,20
0,0,0,4,1.60864590634286,21
0,0,0,4,0.462886046402022,22
0,0,0,4,0.442668320528221,23
0,0,0,4,-0.555186559406145,24
0,0,0,4,-0.311199821834874,25
0,0,0,4,-1.08663366088098,26
0,0,0,4,0.802896596547941,27
0,0,0,4,0.209977695571178,28
0,0,0,4,0.904266841839029,29
0,0,0,4,0.841533818276776,30
0,0,0,4,-0.716541060329769,31
0,0,0,4,0.32805140426456,32
0,0,0,4,0.164138987741023,33
0,0,0,4,0.511378795394378,34
0,0,0,4,-1.07552797564842,35
0,0,0,4,-0.647121023143114,36
0,0,0,4,-0.50008509473072,37
0,0,0,4,0.613394274511159,38
0,0,0,4,-0.436696288864538,39
0,0,0,4,0.450024133828712,40
0,0,0,4,0.562072732283987,41
0,0,0,4,0.360875037154181,42
0,0,0,4,1.7027568469523,43
0,0,0,4,-1.65608258687486,44
0,0,0,4,-1.64861713818169,45
0,0,0,4,0.365355052211935,46
0,0,0,4,0.251083445258461,47
0,0,0,4,0.228502453123733,48
0,0,0,4,-0.00422315485633076,49
0,0,0,4,-0.0462836708658586,50
0,0,0,4,-0.590710893056376,51
0,0,0,4,1.06851287176456,52
0,0,0,4,0.296624258612379,53
0,0,0,4,0.712157125766646,54
0,0,0,4,-1.36326578642336,55
0,0,0,4,0.967467656879137,56
0,0,0,4,-2.66711813713014,57
0,0,0,4,1.16911609774016,58
0,0,0,4,-1.07988625981946,59
0,0,0,4,-0.242897349937226,60
0,0,0,4,0.0463392007322644,61
0,0,0,4,-0.860330888980321,62
0,0,0,4,0.796573828777733,63
0,0,0,4,-0.399026700851826,64
0,0,0,4,0.813166591009414,65
0,0,0,4,0.473907725928233,66
0,0,0,4,0.280244249457296,67
0,0,0,4,1.35912012376858,68
0,0,0,4,-0.420685928709036,69
0,0,0,4,-0.348057249064238,70
0,0,0,4,1.14230394892159,71
0,0,0,4,-0.617094368641554,72
0,0,0,4,-1.61378842896024,73
0,0,0,4,2.06065915966113,74
0,0,0,4,0.554312710664134,75
0,0,0,4,0.0055278668882727,76
0,0,0,4,1.67626162270571,77
0,0,0,4,0.936667723633639,78
0,0,0,4,-2.18821944568841,79
0,0,0,4,0.760828642214117,80
0,0,0,5,-2.04306028580243,1
0,0,0,5,-0.67811981445506,2
0,0,0,5,0.64020295979519,3
0,0,0,5,-0.55853575058989,4
0,0,0,5,-1.29286455306141,5
0,0,0,5,-0.658953036881384,6
0,0,0,5,-0.162930728109934,7
0,0,0,5,-0.235003691375626,8
0,0,0,5,-0.649575697195391,9
0,0,0,5,-0.552541973602449,10
0,0,0,5,-1.18380520420714,11
0,0,0,5,-0.816827470453814,12
0,0,0,5,0.57924637105102,13
0,0,0,5,0.63407438451953,14
0,0,0,5,-0.554658513252809,15
0,0,0,5,0.0807154597770516,16
0,0,0,5,-1.21771537535464,17
0,0,0,5,0.909341308832149,18
0,0,0,5,-1.83468701588528,19
0,0,0,5,-0.546714683616179,20
0,0,0,5,-0.45171867404672,21
0,0,0,5,0.834771276306017,22
0,0,0,5,-0.0695073614954493,23
0,0,0,5,0.887881100803043,24
0,0,0,5,-0.696473354197715,25
0,0,0,5,-1.07602635048582,26
0,0,0,5,-0.77541170554405,27
0,0,0,5,-0.187892585918694,28
0,0,0,5,-0.395516699018446,29
0,0,0,5,1.26239145384362,30
0,0,0,5,0.573284170260802,31
0,0,0,5,0.405776882294171,32
0,0,0,5,-0.79618589229368,33
0,0,0,5,-0.94162884479621,34
0,0,0,5,-1.42401752789975,35
0,0,0,5,-0.443228491420039,36
0,0,0,5,0.293014282185203,37
0,0,0,5,1.19023077311724,38
0,0,0,5,-1.17857287742966,39
0,0,0,5,0.991298374829995,40
0,0,0,5,-1.76297151947231,41
0,0,0,5,0.543947141370918,42
0,0,0,5,0.0248078325564135,43
0,0,0,5,0.135851449472795,44
0,0,0,5,0.914742997737308,45
0,0,0,5,0.597034426130013,46
0,0,0,5,0.710365642289324,47
0,0,0,5,-0.653580896716553,48
0,0,0,5,1.68401486794363,49
0,0,0,5,1.5187596111709,50
0,0,0,5,0.554090683624964,51
0,0,0,5,-0.327972897281157,52
0,0,0,5,0.175564868531398,53
0,0,0,5,0.963450186076423,54
0,0,0,5,-0.565401687155668,55
0,0,0,5,-0.13398063321788,56
0,0,0,5,-0.551072122095466,57
0,0,0,5,0.113820035077764,58
0,0,0,5,0.840723702571797,59
0,0,0,5,-0.0955968781854114,60
0,0,0,5,-0.0993045110043483,61
0,0,0,5,1.2380155492251,62
0,0,0,5,-0.921697910239001,63
0,0,0,5,-0.850286754264158,64
0,0,0,5,-1.35833245490227,65
0,0,0,5,0.71993012830312,66
0,0,0,5,0.13514115425574,67
0,0,0,5,-0.42585289546447,68
0,0,0,5,1.6163736874652,69
0,0,0,5,0.214260009669069,70
0,0,0,5,-1.05602911426693,71
0,0,0,5,-1.03519374375434,72
0,0,0,5,-1.2149468755942,73
0,0,0,5,-1.43776372905025,74
0,0,0,5,0.337672091110241,75
0,0,0,5,-0.782640089118753,76
0,0,0,5,1.36116979722967,77
0,0,0,5,-1.64037630442377,78
0,0,0,5,0.564912549345348,79
0,0,0,5,-1.36037049441975,80
0,0,1,1,0,1
0,0,1,1,-0.405793030209395,2
0,0,1,1,-0.790653375561654,3
0,0,1,1,0.355939368104639,4
0,0,1,1,0.727582317232368,5
0,0,1,1,-0.612759303352346,6
0,0,1,1,0.515584090444286,7
0,0,1,1,1.0036412416209,8
0,0,1,1,-1.19545099127884,9
0,0,1,1,-2.52222661988794,10
0,0,1,1,-2.73482990535114,11
0,0,1,1,-2.69673768972498,12
0,0,1,1,-4.06507693114945,13
0,0,1,1,-3.5944080299609,14
0,0,1,1,-5.07556780459568,15
0,0,1,1,-4.0520755187311,16
0,0,1,1,-5.3517651902794,17
0,0,1,1,-5.63385231409716,18
0,0,1,1,-6.37467040471332,19
0,0,1,1,-6.3905015877989,20
0,0,1,1,-6.19864715294716,21
0,0,1,1,-5.07388470281107,22
0,0,1,1,-5.46874517125864,23
0,0,1,1,-6.86136375965653,24
0,0,1,1,-7.40763831181203,25
0,0,1,1,-9.29547094294954,26
0,0,1,1,-8.66582884994026,27
0,0,1,1,-8.6483341857127,28
0,0,1,1,-7.54084134589037,29
0,0,1,1,-6.98418218247972,30
0,0,1,1,-6.94961625356835,31
0,0,1,1,-8.13319256123371,32
0,0,1,1,-8.36975259414045,33
0,0,1,1,-8.90307072492074,34
0,0,1,1,-8.74109753903606,35
0,0,1,1,-8.64783984042735,36
0,0,1,1,-8.07855592030538,37
0,0,1,1,-9.36011236833652,38
0,0,1,1,-10.7738839517432,39
0,0,1,1,-11.7854639775598,40
0,0,1,1,-13.6307717083156,41
0,0,1,1,-13.2515868764131,42
0,0,1,1,-13.9980483797723,43
0,0,1,1,-13.1626726985536,44
0,0,1,1,-12.6763167727618,45
0,0,1,1,-12.7383100976392,46
0,0,1,1,-12.3762089920794,47
0,0,1,1,-11.9989883295476,48
0,0,1,1,-11.878262261946,49
0,0,1,1,-9.67008594188842,50
0,0,1,1,-10.5261258623771,51
0,0,1,1,-11.1850545917525,52
0,0,1,1,-11.8809644095493,53
0,0,1,1,-11.851914306093,54
0,0,1,1,-11.5035044021475,55
0,0,1,1,-10.7788657597065,56
0,0,1,1,-11.3069043693997,57
0,0,1,1,-11.6081464337114,58
0,0,1,1,-10.6071519552859,59
0,0,1,1,-10.779595892206,60
0,0,1,1,-11.3091703363514,61
0,0,1,1,-11.4414012381487,62
0,0,1,1,-12.9257122758406,63
0,0,1,1,-13.3571012787786,64
0,0,1,1,-14.4674276645078,65
0,0,1,1,-13.2202063402905,66
0,0,1,1,-14.2470664827617,67
0,0,1,1,-14.6113326224046,68
0,0,1,1,-14.1089072490778,69
0,0,1,1,-14.0391285894559,70
0,0,1,1,-13.849837161416,71
0,0,1,1,-14.8695155637875,72
0,0,1,1,-14.9764123323047,73
0,0,1,1,-14.983230535909,74
0,0,1,1,-15.5107712470767,75
0,0,1,1,-13.3038885768772,76
0,0,1,1,-15.2568513128231,77
0,0,1,1,-14.2846018897693,78
0,0,1,1,-13.3953822061283,79
0,0,1,1,-13.3094376156528,80
0,0,1,1,-16.216969593248,81
0,0,1,2,0,1
0,0,1,2,0.101294328375971,2
0,0,1,2,0.881334970391679,3
0,0,1,2,0.667919998921559,4
0,0,1,2,1.41250260326967,5
0,0,1,2,3.57974435276239,6
0,0,1,2,5.46528948498235,7
0,0,1,2,6.97255633299727,8
0,0,1,2,6.61307095094277,9
0,0,1,2,6.16564896632537,10
0,0,1,2,5.56596523298562,11
0,0,1,2,5.53532024490404,12
0,0,1,2,4.84402772479543,13
0,0,1,2,5.63472093614083,14
0,0,1,2,5.05583596283818,15
0,0,1,2,4.49643473436355,16
0,0,1,2,4.10252126015347,17
0,0,1,2,3.55971875631227,18
0,0,1,2,3.31739029112877,19
0,0,1,2,2.88151848723901,20
0,0,1,2,3.69926413982713,21
0,0,1,2,5.02233042325795,22
0,0,1,2,3.1937557955804,23
0,0,1,2,3.23615476576701,24
0,0,1,2,3.20656727032965,25
0,0,1,2,1.7940137702522,26
0,0,1,2,1.64733189831296,27
0,0,1,2,0.44023363501687,28
0,0,1,2,0.0437405775401395,29
0,0,1,2,1.64200704317464,30
0,0,1,2,4.26877965534223,31
0,0,1,2,3.86162410165578,32
0,0,1,2,3.39173911452779,33
0,0,1,2,4.00030544284043,34
0,0,1,2,3.88717290903118,35
0,0,1,2,2.99167222135139,36
0,0,1,2,2.64493863864634,37
0,0,1,2,3.44360824594751,38
0,0,1,2,3.56459973905306,39
0,0,1,2,3.97768187528055,40
0,0,1,2,4.21039751427874,41
0,0,1,2,3.85987717090645,42
0,0,1,2,1.57729618868159,43
0,0,1,2,0.589254135376152,44
0,0,1,2,1.00253844195579,45
0,0,1,2,-0.0487352380871235,46
0,0,1,2,-0.677947148269155,47
0,0,1,2,-1.87442137980657,48
0,0,1,2,0.0599840311318549,49
0,0,1,2,-0.268054943381988,50
0,0,1,2,-1.03670311056461,51
0,0,1,2,-0.730603354218191,52
0,0,1,2,0.299255807125478,53
0,0,1,2,1.01389289934905,54
0,0,1,2,0.821877734777207,55
0,0,1,2,1.93439102900626,56
0,0,1,2,1.52423769028551,57
0,0,1,2,1.16975751539815,58
0,0,1,2,0.745690233734861,59
0,0,1,2,-1.9861459433068,60
0,0,1,2,-1.73587596554806,61
0,0,1,2,-0.194308469289197,62
0,0,1,2,-0.30099114192074,63
0,0,1,2,0.533766787684548,64
0,0,1,2,0.680951756620319,65
0,0,1,2,-0.197755255823787,66
0,0,1,2,-1.3870404592884,67
0,0,1,2,-1.38042681176246,68
0,0,1,2,-0.872949384550997,69
0,0,1,2,0.129704410676715,70
0,0,1,2,2.66228095054562,71
0,0,1,2,2.86458416005951,72
0,0,1,2,1.6727577511643,73
0,0,1,2,2.76840579383523,74
0,0,1,2,3.60651597040978,75
0,0,1,2,2.46924111073807,76
0,0,1,2,1.90917151789296,77
0,0,1,2,2.75515730244852,78
0,0,1,2,2.28949678772537,79
0,0,1,2,3.19135011843003,80
0,0,1,2,1.45930021853159,81
0,0,1,3,0,1
0,0,1,3,0.846420676308084,2
0,0,1,3,0.124020022689985,3
0,0,1,3,-0.415249801555558,4
0,0,1,3,0.500866581888531,5
0,0,1,3,0.61665576259217,6
0,0,1,3,0.872276032242666,7
0,0,1,3,-0.358450627050632,8
0,0,1,3,-0.83151286236317,9
0,0,1,3,0.916308046259863,10
0,0,1,3,0.609502732665079,11
0,0,1,3,0.027111371902819,12
0,0,1,3,1.19359787540021,13
0,0,1,3,1.9554172952348,14
0,0,1,3,3.45637155579201,15
0,0,1,3,3.4078480482764,16
0,0,1,3,2.61847813792359,17
0,0,1,3,4.80619095628862,18
0,0,1,3,3.10489333416537,19
0,0,1,3,3.95327830354144,20
0,0,1,3,4.45750328160697,21
0,0,1,3,4.11929727662321,22
0,0,1,3,5.09859915545844,23
0,0,1,3,5.7315716674677,24
0,0,1,3,6.2389880734151,25
0,0,1,3,6.82671829089979,26
0,0,1,3,6.07613113446259,27
0,0,1,3,6.78729037535485,28
0,0,1,3,6.45718724049885,29
0,0,1,3,7.65863250793088,30
0,0,1,3,6.87538138318959,31
0,0,1,3,6.17316494428032,32
0,0,1,3,8.78786514716818,33
0,0,1,3,9.82569377462684,34
0,0,1,3,9.82879239241139,35
0,0,1,3,9.77766753039204,36
0,0,1,3,8.08740174031269,37
0,0,1,3,6.70374656559783,38
0,0,1,3,7.98215682845056,39
0,0,1,3,6.05082712137987,40
0,0,1,3,5.60533689916571,41
0,0,1,3,5.35611077658392,42
0,0,1,3,4.1970085108053,43
0,0,1,3,4.34634635626776,44
0,0,1,3,4.99793360718387,45
0,0,1,3,4.613431740369,46
0,0,1,3,3.48997921135568,47
0,0,1,3,5.25488414892169,48
0,0,1,3,5.63638782987929,49
0,0,1,3,5.35294465595661,50
0,0,1,3,5.73172204326857,51
0,0,1,3,4.20969400967317,52
0,0,1,3,3.41669988610186,53
0,0,1,3,4.0981286022829,54
0,0,1,3,5.12175789265591,55
0,0,1,3,5.60725292780079,56
0,0,1,3,5.5391495419356,57
0,0,1,3,5.9544931504711,58
0,0,1,3,4.84878220979581,59
0,0,1,3,7.35949979093731,60
0,0,1,3,9.70066154802839,61
0,0,1,3,9.34052007224613,62
0,0,1,3,9.39719496369787,63
0,0,1,3,8.40303574983714,64
0,0,1,3,6.95922948191903,65
0,0,1,3,6.65929555978871,66
0,0,1,3,6.98438390426026,67
0,0,1,3,5.00184482710032,68
0,0,1,3,4.72823369482041,69
0,0,1,3,5.0081902011344,70
0,0,1,3,5.38964937962764,71
0,0,1,3,6.82927109895574,72
0,0,1,3,8.08876403379723,73
0,0,1,3,8.15329604845055,74
0,0,1,3,9.36474661023271,75
0,0,1,3,10.3269371343194,76
0,0,1,3,9.38817145406066,77
0,0,1,3,8.93446815681204,78
0,0,1,3,8.8293730721989,79
0,0,1,3,8.61286160108175,80
0,0,1,3,8.62936009813549,81
0,0,1,4,0,1
0,0,1,4,1.95981392148682,2
0,0,1,4,1.32136173071629,3
0,0,1,4,-0.25990911424733,4
0,0,1,4,0.393401654572253,5
0,0,1,4,-0.122012564666933,6
0,0,1,4,0.29228684337131,7
0,0,1,4,-1.33134746545858,8
0,0,1,4,-1.60254364787466,9
0,0,1,4,-1.87937861068037,10
0,0,1,4,-1.48307542717334,11
0,0,1,4,-3.40439381712059,12
0,0,1,4,-3.65664893598566,13
0,0,1,4,-5.34204678287186,14
0,0,1,4,-5.69879489023086,15
0,0,1,4,-6.94490480378833,16
0,0,1,4,-6.13966416131485,17
0,0,1,4,-7.03722573160073,18
0,0,1,4,-7.11583099530627,19
0,0,1,4,-4.99212802559472,20
0,0,1,4,-3.35476867506394,21
0,0,1,4,-4.38550044013457,22
0,0,1,4,-4.68655355350205,23
0,0,1,4,-3.89714246257709,24
0,0,1,4,-3.55511842796148,25
0,0,1,4,-3.82941004443809,26
0,0,1,4,-3.55441850552356,27
0,0,1,4,-4.84036630819542,28
0,0,1,4,-4.22113824701279,29
0,0,1,4,-2.93688859557032,30
0,0,1,4,-3.68674120661237,31
0,0,1,4,-3.06778769870967,32
0,0,1,4,-3.22082903651497,33
0,0,1,4,-4.26460238166524,34
0,0,1,4,-5.02564436707633,35
0,0,1,4,-4.09066631266607,36
0,0,1,4,-4.9695469061909,37
0,0,1,4,-3.85118947627092,38
0,0,1,4,-4.80486695540157,39
0,0,1,4,-5.24893953513509,40
0,0,1,4,-5.39063860188724,41
0,0,1,4,-7.81068372917122,42
0,0,1,4,-8.54604800930422,43
0,0,1,4,-9.51725887565387,44
0,0,1,4,-10.0596636045398,45
0,0,1,4,-11.1308805153496,46
0,0,1,4,-11.2781050580386,47
0,0,1,4,-11.4370446820826,48
0,0,1,4,-12.7012666320446,49
0,0,1,4,-12.5826969977723,50
0,0,1,4,-12.860437868481,51
0,0,1,4,-14.6290330104256,52
0,0,1,4,-16.1784611436603,53
0,0,1,4,-16.6320188010644,54
0,0,1,4,-14.7293037464294,55
0,0,1,4,-13.9671966410762,56
0,0,1,4,-13.9631923363977,57
0,0,1,4,-13.5719872886332,58
0,0,1,4,-12.8256504969652,59
0,0,1,4,-11.3801681648611,60
0,0,1,4,-12.6905364387344,61
0,0,1,4,-11.1510624949999,62
0,0,1,4,-11.3039998579503,63
0,0,1,4,-12.6138525308374,64
0,0,1,4,-11.9720174892443,65
0,0,1,4,-13.454770994151,66
0,0,1,4,-13.8076212830635,67
0,0,1,4,-13.2247024941133,68
0,0,1,4,-12.7272453141936,69
0,0,1,4,-12.547484794731,70
0,0,1,4,-14.1227406402882,71
0,0,1,4,-14.7855589763389,72
0,0,1,4,-15.0933123992247,73
0,0,1,4,-14.5538342437687,74
0,0,1,4,-14.4255140819301,75
0,0,1,4,-13.9141719842467,76
0,0,1,4,-12.9794782759079,77
0,0,1,4,-13.1889278589503,78
0,0,1,4,-12.5208442427568,79
0,0,1,4,-11.3941618312785,80
0,0,1,4,-11.8178476900801,81
0,0,1,5,0,1
0,0,1,5,-0.239336070693684,2
0,0,1,5,0.0671903254033638,3
0,0,1,5,0.3850030087055,4
0,0,1,5,1.68104525266072,5
0,0,1,5,2.14479831009577,6
0,0,1,5,2.09848580519777,7
0,0,1,5,0.497774712246007,8
0,0,1,5,0.179664705059751,9
0,0,1,5,-0.141632164058369,10
0,0,1,5,-0.260442487080698,11
0,0,1,5,0.0190585824715327,12
0,0,1,5,0.212277464495117,13
0,0,1,5,1.53649740505803,14
0,0,1,5,1.15907957391543,15
0,0,1,5,1.26293599637123,16
0,0,1,5,2.42568890429669,17
0,0,1,5,0.815717805013401,18
0,0,1,5,0.0898651151776019,19
0,0,1,5,0.271917120669769,20
0,0,1,5,1.98294980896263,21
0,0,1,5,2.30423877370397,22
0,0,1,5,3.09176015482061,23
0,0,1,5,4.24466794041264,24
0,0,1,5,2.91751545620315,25
0,0,1,5,3.05945154231362,26
0,0,1,5,1.88603065088624,27
0,0,1,5,2.73204857982203,28
0,0,1,5,3.88670129668381,29
0,0,1,5,5.01451632824122,30
