20,Statistician III,        Commonwealth of Massachusetts,"Milford, MA 01757","$55,017 - $78,763 a year","Accepted research methods, data collection and auditing, advanced data analysis. Experience in applying research techniques and advanced data analysis to actual..."
21,Statistician - Administration,        George Washington Medical Faculty Associates,"Washington, DC",,"Perform statistical data analyses. Validate the accuracy, consistency and integrity of the statistical output generated during data analysis of study data...."
22,Senior Statistical Researcher - Sheriff Department,        City and County of Denver,"Denver, CO 80216 (Northern Denver area)","$55,132 - $88,211 a year","Law enforcement experience involving statistical and data analysis; Develops error checking programs and assures data collected is reliable, timely and valid..."
23,Business Development Research Analyst,        Booz Allen Hamilton,"McLean, VA",,"Experience with analyzing data. Booz Allen Hamilton has been at the forefront of strategy and technology for more than 100 years Today, the firm provides..."
24,Busness Development Research Analyst,        Booz Allen Hamilton,"McLean, VA",,"Job Number: R0004061 Booz Allen Hamilton has been at the forefront of strategy and technology for more than 100 years Today, the firm provides management and"
25,Machine Learning Specialist,        IMS Health,"Plymouth Meeting, PA",,"Experience using big data technology. Apply machine learning, data mining technologies in developing innovative solutions in pharmaceutical industry...."
26,Quantitative Research Analyst,        Rescare,"Baton Rouge, LA",,"Questionnaire development, sample frame, data tabulation generation, data delivery) and implementation. Data analysis using tools such as SPSS, mTAB and/or SAS...."
27,Entry Level- Data Scientist,    H3 Technologies,"Florence, KY 41042",,Entry level Data Scientist. We are looking for an entry level Data Scientist. We can provide project support to the Data Scientist who recently completed...
28,Machine Learning Specialist,        Uber,"Pittsburgh, PA 15201 (Central Lawrenceville area)",,"Uber Advanced Technologies Group (ATG) is the R&D hub of Uber’s engineering team dedicated to self-driving technologies, mapping, and vehicle safety. This"
29,"2017 Summer Analyst, Equity Research",    FBR & Co.,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",,"2017 Summer Associate, Equity Research Overview of FBR FBR & Co. (Nasdaq: FBRC) provides investment banking, merger and acquisition advisory, institutional"
30,Machine Learning Engineer,        IBM,"Denver, CO 80237 (Southeastern Denver area)",,"Foundation in core Computer Science (CS) competencies including data structures, algorithms and object oriented design...."
31,Research Scientist,        University of Virginia,"Charlottesville, VA",,The candidate will generate pre-clinical data in xenografts for CARs that have already been developed and will work with Dr....
32,Machine Learning Research Scientist - 2004504,    Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)",,"Engineering efficient data intake, processing, and reporting streams for a variety of intelligence-related data...."
33,Machine Learning Engineer,        Verizon,"Township of Warren, NJ 07059",,"Bachelor’s degree in a field such as Computer Science, Computer Engineering, Statistics, Economics, Mathematics, Physics Experience in at least one major AI/NLP..."
34,Senior Projections and Statistical Analy...,        Employment Security Department,"Lacey, WA","$70,000 - $85,000 a year","Administering data sets of any stage of a study, including raw, cleaned, analyzed and results data sets...."
35,Research Statistician,    Orange County Fire Resue Department,"Winter Park, FL","$58,656 - $75,608 a year","Provides data to substantiate public policy position of concern to external governmental bodies and the media. Provides planning, research, and needs assessment..."
36,Analytics Engineer (Boston),    QuantumBlack,"Boston, MA",,"Work closely with Data Engineers and Data Scientists to create analytical variables, metrics, and models. You’re exceptionally talented, and looking to work in..."
37,Associate Bioinformatics Scientist,"        Illumina, Inc.","Redwood City, CA",,Assist in analysis of massively parallel sequencing (NGS) genomic data. Experience with statistical and mathematical modeling with genomic data....
38,Staff Scientist,        Siemens,"Hoffman Estates, IL 60169",,Demonstrated strong analytical and data analysis skills. Ability to communicate with both scientists and non-scientists is essential....
39,Research Engineering/ Scientist Associate III (Exempt),        University of Texas at Austin,"Austin, TX","$4,166 a month",Experience/interest in data analysis and programming. Identify potential use of data for model improvement. Manage real-world applications of the research team...
40,"Research Analyst, Global Policy",        Sanofi,"Washington, DC",,"This may require the identification and use of existing internal and external data, as well as constructing or manipulating data as needed, to support requests..."
41,Statistician (Master's Level),        Ann & Robert H. Lurie Children’s Hospital of Chica...,"Chicago, IL",,"Writes programs and scripts that convert customer requirements into data extracts, making use of Epic Clarity, Epic Cogito data warehouse, Crystal Reports, SQL,..."
42,Machine Learning Research Scientist,        Vencore,"Basking Ridge, NJ",,Record of publications in the area of machine learning or data analytics. Experience with leading teams of people in technical projects related to machine...
43,Research Development Engineer/Scientist,    TULK llc,"Alexandria, VA","$160,000 a year",We are seeking a research scientist that applies theory to observables or proxy data to address intelligence issues in the geospatial domain....
44,"RESEARCH ANALYST – SOFTWARE DEVELOPMENT -WASHINGTON, D.C.",        Southwest Research Institute,"Washington, DC",,Design and develop data base supported applications using .Net and SQL Server; Capture user requirements and analyze user needs and software requirements to...
45,Research Program Analyst,        Booz Allen Hamilton,"Arlington, VA",,"Job Number: R0003661 Booz Allen Hamilton has been at the forefront of strategy and technology for more than 100 years Today, the firm provides management and"
46,Data Analytics Engineer,    Fractal Industries,"Reston, VA",,Refactor algorithms created by our Data Scientists into production-quality and operational code. Data Analytics – Cyber Team Lead....
47,Pilot SME (Senior II Scientist / Engineer / System Analyst),        RWD Consulting,"Washington, DC 20001 (Shaw area)",,"Utilize Comprehensive Electronic Data Analysis and Reporting (CEDAR) tool. Under the Data Management Support task, the Pilot SME will...."
48,Computational Social Scientist,        Booz Allen Hamilton,"McLean, VA",,"Computational Social Scientist. 3 years of experience with reviewing academic research papers and computer code to validate the methods assumptions, fit it to a..."
49,Statistician,"    CES, LLC","Nashville, TN","$60,000 - $73,000 a year",SAS/ data analysis applications:. Data Analysts to provide proactive data analysis results with statistically high probabilities of producing case referrals to...
50,Statistician,        Aequor Technologies,"Berkeley Heights, NJ",,Experience with time-to-event data. Support regulatory responses using Medical affairs interventional and registry data....
51,Junior Scientist / Engineer,        ECS Federal LLC,"Arlington, VA",,"ECS Federal, LLC (ECS) is seeking a Junior Scientist / Engineer to work in our Arlington, VA office. Design theory, geometric modeling, numerical analysis,..."
52,Sr R/D Engineer,        Medtronic,"Santa Ana, CA",,Performs data analysis (statistical and practical) and develops appropriate action plans based upon such analysis....
53,Research Analyst,        BRTRC,"Vienna, VA",,"BRTRC, a growing government contractor, is seeking a Research Analyst. This position is ideal for recent college graduates, looking for an entry-level, foot"
54,"Program Analyst (Military Medical Research, Development, and Acquisition)",    Knowesis Inc.,"Falls Church, VA 22040",,"Possession of facilitation, critical thinking, analytical, quantitative, and data gathering skills. Has been providing data driven decisions and solutions to..."
55,Machine Learning Engineer,        Dropbox,"San Francisco, CA",,"With our broad mission and massive scale, there are countless opportunities to make an impact.Dropbox’s Machine Learning group develops high impact solutions..."
56,Statistician,        Medtronic,"Minneapolis, MN",,"Improve data quality, data accessibility, and analytical processes. Maintain proficiency in statistical techniques, programming, and data management best..."
57,Statistician,        Napleton Automotive Group,"Oak Brook, IL",,Utilize statistical methods to collect and analyze data. Analyze or interpret data and report conclusions from analyses....
58,"Research Scientist, Machine Learning","    Luminoso Technologies, Inc.","Cambridge, MA",,"Communication and data presentation skills. Establish scalable, efficient, reproducible processes for large scale data analyses, model development, model..."
59,People Analytics & Research Data Scientist,        BlackRock,"New York, NY 10001 (Chelsea area)",,"We are looking for a data scientist with advanced skills in mathematics, technology and data mining to help build algorithms that leverage large quantities of..."
60,Research Engineering/ Scientist Assistant,        University of Texas at Austin,"Austin, TX","$2,813 a month",Assist with data collection and processing. Ability to quantitatively analyze data and present qualitative and quantitative results....
61,Exploratory Biomarker Assay Senior Analyst/Analyst (Grade 7/8): LC-MS/MS,        GlaxoSmithKline,Pennsylvania,,"Deliver, interpret and communicate complex scientific data to project/program teams in a timely manner by performing data analysis, record keeping and reporting..."
62,Associate,        Exponent,"Phoenix, AZ 85027",,"Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve..."
63,Director of Machine Learning,        UPMC,"Pittsburgh, PA 15206 (Larimer area)",,"Work with product managers, partners and peers to formulate the data analytics problems. Description Job Purpose...."
64,Senior Data Scientist - Chief Analytics Office,        IBM,"Armonk, NY",,Quantitative data analysis. Basic knowledge in Quantitative data analysis. The candidate should be driven to use data to solve real-world problems and...
65,Jr. Data Scientist,        Comverge Inc,"Denver, CO",,Data Scientist will produce innovative solutions drivenby exploratory data analysis from complex and high-dimensional datasets....
66,"Scientist I, Sequencing",        Roche,"Santa Clara, CA",,"As Scientist I, you will be helping to perform experiments and analyze data to drive development of our sequencing technology...."
67,Machine learning / AI / Restful API web services Engineer at Big 4,    CareerMonks,"Atlanta, GA","$120,000 a year","Familiarity with No SQL databases, bot framework, data streaming and integrating unstructured data will be plus. Data exchange technologies like JSON *...."
68,Machine Learning Engineer,    Calabrio,"Minneapolis, MN 55401 (North Loop area)",,Customers of trends identified in the data. O Machine Learning with text or speech based data. Experience building machine learning applications using numerical...
69,"Scientist, Analytical Chemistry",    Zymergen,"Emeryville, CA 94608",,"Scientist, Analytical Chemistry. Equipment, Data and Team Management. Interact with software engineers for the capture, storage, and processing of measurement..."
70,Statistician,        Leidos,"Washington, DC 20001 (Shaw area)",,"Assist DEA statisticians and scientists in tracking phases or steps in cocaine production and transportation cycle within South America, Central America, Mexico..."
71,Machine Learning Researcher,    Schrodinger,"New York, NY",,"Experience using Machine Learning in low data settings. The candidate should understand how Machine Learning algorithms work, and be able to discuss optimal..."
72,Research Scientist,        inVentiv Health Clinical,"Mount Rose, NJ",,"(This includes all aspects of flow cytometry experiments including performing staining experiments of at least 8 colors, FACS machine usage, and data analysis..."
73,Informatics Scientist,    Northbound LLC,"New Haven, CT 06511 (Newhallville area)",,A comprehensive understanding of data mining and visualization. This experienced informatics scientist will be responsible for applying bioinformatics software...
74,Exploratory Biomarker Assay Senior Analyst (Grade 7): Immunoassay,        GlaxoSmithKline,"King of Prussia, PA",,"Deliver, interpret and communicate complex scientific data to project/program teams in a timely manner by performing data analysis, record keeping and reporting..."
75,Machine Learning Research Scientist,        ARM,"Boston, MA",,"As the industry's leading supplier of microprocessor technology, ARM provides efficient, low-power chip technology making electronic innovations come to life."
76,Quantitative Analyst,        M&T Bank,"Buffalo, NY",,Support Senior Analysts and Managers in data analysis and model construction. Incorporate observations and data in to existing models to improve predictive...
77,BI/Visualization Analyst,"        Neustar, Inc.","McLean, VA",,Interested in growing as a data scientist or visualization expert to help organizations extract insights in an easy and rapid manner....
78,"Research Scientist, Machine Learning",    Human Longevity,"Mountain View, CA",,"These researchers play a key role in the creation, optimization, and implementation of new methods and processes for the analysis of genotypic and phenotypic..."
79,Healthcare Statistical Analyst,        Strategic Management,"Alexandria, VA 22315",,"Extracting data and database management, developing data queries, importing/exporting data into various formats...."
80,Scientist,        PRA International,"Lenexa, KS",,Reviews and approves data of other scientists. A Scientists primary function is development of methods....
81,Applied Statistician,"        Advance Services, Inc.","Creve Coeur, MO","$55,000 - $75,000 a year","Analyzes and interprets data from various sources. Responsible for ensuring data quality supplied by vendor. A solid knowledge base in applied statistics, data..."
82,Machine Learning Systems Intern,        Intel,"Hillsboro, OR 97124",,This position focuses on data analytics applications using deep learning and machine learning approaches. The data center is the underpinning for every data...
83,Python / Machine Learning Engineer,        Adobe,"San Jose, CA",,"Experience with big data techniques (such as Hadoop, MapReduce, Spark). Familiarity working with large-scale data-sets and big data techniques would be a plus...."
84,Research Scientist,        Smiths Detection,"Andover, MA 01810",,"The scientist will work closely with various scientists and engineers based in Andover, MA and Santa Ana, CA. Hands-on research including construction/assembly..."
85,Statistician HPL,        UPMC,"Pittsburgh, PA 15219 (Middle Hill area)",,Work with data team to generate and organize constructs necessary for data analysis. Investigate variances in data and derive solutions to quality issues....
86,"Decision Scientist, Marketing Infrastructure",        Facebook,"Menlo Park, CA",,Build data expertise and own data quality for the Marketing organization. We are seeking a talented Decision Scientist who thrives at the intersection of data...
87,Senior Data Scientist - Banking Analytics,        McKinsey & Company,"New York, NY 10022 (Midtown area)",,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,000 dedicated professionals (including more than 800 analysts and data scientists)..."
88,Senior Data Scientist - Revenue Management,        HomeAway,"Austin, TX",,"As a Data Scientist on the Revenue Management Team , you’ll play a major role in how we architect, visualize, and interpret critical data that is at the very..."
89,Machine Learning Engineer,        Cambridge Consultants Ltd,"Boston, MA",,Main Purpose of the Job You will design and develop machine learning systems for a range of clients from industries as diverse as warehouse automation to the
90,Mid-level Environmental Engineer or Scientist,        Tetra Tech,"Fairfax, VA 22030",,"Perform analysis of simple and complex environmental data sets. Become an active member of multidisciplinary project teams of scientists, engineers, and policy..."
91,"Clinical Data Scientist (Associate, entry level with DM experience)",        Pfizer Inc.,"New York, NY 10017 (Midtown area)",,"Prepare (or assist in the preparation of) data transfer specifications and data flow for all trial data, including CRF and non-CRF data...."
92,Statistician,        Intel,"Hillsboro, OR 97124",,"Ability to work effectively with others, provide team leadership in data analysis and interpretation. Activities include consulting with managers, engineers,..."
93,FEMA Research Analyst,        Centra Technology,"Washington, DC",,"Experience with the following data analysis tools is desired:. Knowledge or experience working with data relating to economic/financial analysis, military..."
94,Research Scientist Generative Design Deep Learning,        Siemens,"Princeton, NJ 08540",,"We are currently seeking a Research Scientist Generative Design – Deep Learning for our Princeton, NJ location...."
95,"Research Scientist, Machine Learning & Signal Processing",    Oculus VR,"Redmond, WA",,"4+ years experience manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources...."
96,Statistician,        Rent A Center,"Plano, TX",,"The Data Scientist will design, develop, and maintain complex customer behavior models and underwriting strategies that enable the Acceptance Now, RAC e..."
97,Quantitative Analyst,    The Mercadien Group,"Trenton, NJ 08619",,"Mercadien, P.C., CPAs is a regional public accounting firm located in Hamilton New Jersey. At Mercadien, we believe in the power of teamwork. Currently we are"
98,"Research Scientist, PhD University Grad (Machine Learning)",        Facebook,"Menlo Park, CA",,"As a Software Engineer or Research Scientist at Facebook, you will help build the next generation of machine learning systems behind Facebook's products, create..."
99,Research Analyst,        The World Bank Group,"Washington, DC",,"S/he will manage data, conduct in-depth analysis of household and administrative data on issues related to human capital for analytical and policy reports,..."
100,Research Scientist,        Ohio State University Medical Center,Ohio,"$47,476 - $50,000 a year","Extracts, compiles, analyzes and evaluates data; Research Scientist to plan, develop and build an independent research program resulting in publishable..."
101,Principal Data Scientist (Insights & Analytics),    Coupang(TECH),"Seattle, WA",,Principal Data Scientist. The Insights & Analytics team within the Data team is looking for a Principal Data Scientist with a solid background in advanced...
102,Machine Learning and Computational Engineering Researcher,        ARM,"Austin, TX",,"The hardware engineering process is already highly automated, but our existing methods don’t improve with use, learn from experience, or leverage our huge..."
103,Research Scientist - Big Data Analytics,        Intelligent Automation,"Rockville, MD 20855",,"Cloud, Big data tools and frameworks such as Openstack, Hadoop, Solr, Hbase and Spark, Dockers, Ansible...."
104,"Engineer, Machine Learning & AI",        Lenovo,"Chicago, IL",,"Motorola Mobility is one of the world’s fastest growing smartphone providers, creating groundbreaking, affordable, high-quality products designed and built"
105,Project Research Analyst,        ANSER,"Fort Belvoir, VA",,BASIC JOB DESCRIPTION The Analyst conducts organized analytical assessments and evaluations to understand and/or evaluate complex issues to inform decision
106,"Data Scientist, Analytics",        MedExpress,"Canonsburg, PA 15317",,Exploratory data analysis. We’re looking for a data scientist to work across all areas of our business. Apply your expertise in quantitative analysis and data...
107,Research Associate 1,"        Kemin Industries, Inc.","Des Moines, IA 50317 (Gray's Woods area)",,Perform basic data analysis. Support other scientists in performing laboratory experiments. Calculate data and put into report format for supervisor/manager....
108,"Software Engineer, Machine Learning",        Facebook,"Boston, MA",,"Develop highly scalable classifiers and tools leveraging machine learning, data regression, and rules based models...."
109,Analyst,        Kantar Millward Brown,"Lisle, IL",,"We are looking for a data scientist with experience in marketing analytics, to join us with the title of Analyst...."
110,"Analyst, Statistical Programming I",        BlueCross BlueShield of South Carolina,"Columbia, SC",,Data analysis and interpretation experience. Assists in creating materials that aid in illustrating analytical data findings....
111,Research Scientist,        Florida International University,"Miami, FL",,Presents scientific papers related to data collection on specific studies. Coordinating and collecting the clinical data with the Regional Reference Laboratory...
112,Senior Research Analyst,        Central New Mexico Community College,"Albuquerque, NM","$53,137 a year","Organizes, maintains and develops data collection, which includes consulting with staff, faculty and administration to ensure appropriateness of data and..."
113,Senior Analyst - Marketing Analytics,        Casper,"New York, NY",,"3-5 years of experience as a Data Analyst or Data Scientist, preferably at an e-commerce brand with a high volume of complex data...."
114,Machine Learning Engineer,    Casetext,"San Francisco, CA",,"Experience training and evaluating ML models on real world data, especially text data. The data team at Casetext is developing groundbreaking technology for..."
115,Research Scientist - Machine Learning,    Baidu USA,"Sunnyvale, CA 94089",,"Baidu Research, headquartered in Silicon Valley, is looking to hire Research Scientists with strong machine learning or deep learning backgrounds...."
116,Statistical Programmer,    Social & Scientific Systems Inc.,"Silver Spring, MD 20910",,Participates in a highly collaborative environment as an integral member of a clinical project team to create data displays and data summaries for studies...
117,Machine Learning Engineer,        Wish,"Toronto, OH",,"Ability to work on data mining , data science projects with application engineering, quality engineers and product management...."
118,Statistical Programming Analyst II,        BlueCross BlueShield of South Carolina,"Columbia, SC",,"Assists with sophisticated data interpretation, compilation and verification to guide departmental efforts. Develops comprehensive reports and analyzes data in..."
119,Junior Data Scientist,    BitVoyant,"Rosslyn, VA",,"Junior Data Scientist. As a Data Scientist (Big Data), you will apply cutting-edge statistical and mathematical methods to the collection, correlation and..."
120,Statistical Analyst,        AbbVie,"Lake County, IL",,Data set specifications. Data Sets and Programs:. Understanding of submission data requirements. For the creation of data definition documents....
121,"Climate, Ocean & Sea-Ice Modeling (COSIM) Scientist (Scientist 2/3)",        Los Alamos National Laboratory,"Los Alamos, NM",,"Scientist 2 ($84,300 - $139,000). Scientist Level 3 ($92,600 - $154,600). In addition to the duties outlined above, the Scientist 3 will be required to:...."
122,Machine Learning Engineer,    Fathom Health,"San Francisco, CA",,"Work with a range of structured and unstructured data sources. Managing large-scale crowd-sourcing data labelling and acquisition (Amazon Turk, Crowdflower, etc..."
123,Research Scientist,        Areté Associates,"Chantilly, VA",,"Assess algorithm performance on real-world data. Sensor applications including EO/IR and radar, data analysis, signal processing, machine learning, algorithm..."
124,SDE-Machine Learning,        Posh Technologies,"Redmond, WA",,"The person should at least have experience with Machine Learning on Image Data, preferably with CNTK, but TensorFlow or Caffe is okay too...."
125,Machine Learning Research Scientist,        Datalogic,"Pasadena, CA",,Work with other members of the Machine Vision Applications DL LABS team to develop novel machine learning - based methods for industrial inspection
126,Research Scientist,        Criteo,"Palo Alto, CA 94301 (Professorville area)",,"Stochastic gradient descent is great when you have lots of data. Thankfully, you have billions of data points to help you.- Recommender systems:...."
127,Quantitative Research Analyst (QES),"    Graham Capital Management, LP.","Rowayton, CT",,"Quantitative trading system development, robust statistics, large data set manipulation. Maintain statistical and data monitoring processes that run on a 24/7..."
128,Scientist,        EMD,"Rockville, MD",,Performs analysis and interpretation of data. The Scientist will perform/ oversee a wide variety of safety testing required to manufacture clinical and...
129,Environmental Health Scientist,        Exponent,"Oakland, CA",,Exponent’s Center for Health Sciences is seeking an Environmental Health Scientist for a Scientist level position in one of our San Francisco Bay Area offices...
130,Machine Learning Engineer,        Lawrence Livermore National Laboratory,"Livermore, CA 94550",,"We have multiple openings for Engineers, Computer Scientists, Data Engineers, Applied Statisticians, or Applied Mathematicians...."
131,Research Scientist,        Adobe,"San Francisco, CA",,"Adobe Research invites applications for a Research Scientist position. Additionally, Adobe's recent growth in areas like web analytics (e.g., SiteCatalyst,..."
132,Data Scientist / Digital Analyst,        NPR,"Washington, DC",,"The Data Scientist / Digital Analyst works under the direct supervision of Senior Director, Audience Insights...."
133,Research Analyst Summer Internship,    Springbox,"Austin, TX 78701 (Downtown area)",$14 an hour,"Proven ability to analyze and draw conclusions from data, including sampling error and data limitations...."
134,Technology - GSAM Technology - Search and Machine Learning Engineer,        Goldman Sachs,"New York, NY 10282 (Tribeca area)",,"Goldman Sachs Asset Management is one of the world's leading asset management institutions. GSAM delivers innovative investment solutions managing a global,"
135,Modeling & Simulation (M&S) Analyst /Predictive Analysis/M&S /Engineer,        Jacobs,"Aberdeen, MD",,"Network System Analysis, system(s) analysis, application analysis, analysis planning, test planning and testing, data acquisition and instrumentation, system of..."
136,Statistician Entry,        Yale University,"New Haven, CT",,"Proven ability to prepare reports, interpret data, and synthesize data for presentation and reporting to funding agencies and other stakeholders...."
137,Analytic Scientist II,        FICO,"San Diego, CA",,Analytic Scientist II. Assist with client meetings to investigate and resolve production data problems. Assist with model go-lives by performing production data...
138,Statistician-Research Institute,        Sutter Health,"San Francisco, CA",,6 months experience with “hands on” analysis of data. Understanding of the data and anticipation of expected results....
139,Sr. Data Analyst – Financial Planning and Analysis,        Minnesota Eye Consultants,"Bloomington, MN",,SENIOR DATA ANALYST - FINANCIAL PLANNING AND ANALYSIS. Work closely with Operations and IT team to ensure data accuracy for the dashboard metrics....
140,"Research/Senior Scientist, Discovery Technology","    Theravance, Inc.","South San Francisco, CA 94080",,"The successful candidate should have robust experimental design and troubleshooting skills, and excellent data analysis/mining/statistics capabilities...."
141,Machine Learning Modeling Engineer,        Corning,"Painted Post, NY",,"Strong mathematical and programming skills and capability for independently preparing data (ETL functions of cleaning, consolidating, transforming data) for..."
142,Bioinformatics Analyst (NCI),        Leidos,"Bethesda, MD 20813",,Management of large genomic data sets including integration with data available from public sources. Processing high throughput biomedical data:....
143,Healthcare Decision Scientist,        Siemens,"Long Island, NY",,"Analyze data sets to identify quality of life and healthcare cost trends. Experience with Excel, TreeAge and other statistical software programs for performing..."
144,Statistician-Computation,        Eli Lilly,"Indianapolis, IN",,"Collaborate with data management in the planning and implementation of data quality assurance plans. Data analysis, technology, and systems expertise...."
145,Quantitative Research Analyst,"    Graham Capital Management, LP.","Rowayton, CT",,Objective: Research and develop ways to improve GCM’s current trading systems and create new systematic trading signals to complement and diversify the firm’s
146,"Applied Research Scientist, Computer Vision",        Facebook,"Menlo Park, CA",,"Develop novel and accurate computer vision algorithms and systems, leveraging deep learning and machine learning on big data resources...."
147,Analytics and Machine Learning Software Engineer,        Cray,"San Jose, CA",,Cray Analytics provides data scientists the tools they need to tackle some of the world’s most difficult data analysis problems....
148,Business Analytics Developer,        Dell,"Austin, TX 73301 (St Edwards area)",,"The Business Analytics Developer functions as solutions architect, database developer, data scientist, and web developer...."
149,Quantitative Analyst,    M-CAM International,"Charlottesville, VA","$80,000 - $90,000 a year","As scientists and researchers, our quantitative analysts use advanced data analysis techniques to glean further information from the financial markets...."
150,Machine Learning Engineer,    Liftoff,"Palo Alto, CA",,"Our ML Engineer role combines the classic ""ML Scientist"" and ""Data Engineer"" role at other companies. At Liftoff, we’re solving one of the core problems faced..."
151,NLP - Machine Learning Researcher,        Verint Systems Inc.,Illinois,,"Experience in statistics and data analysis, and familiarity with software packages for statistical analysis and NLP toolkits...."
152,Scientist 1 - Research and Development / Mission Bay San Francisco,"        Illumina, Inc.","San Francisco, CA 94158 (South Of Market area)",,"Experimental design, execution, and data analysis. Work collaboratively with scientists and engineers based in San Francisco, San Diego, and around the world...."
153,Statistical Analyst/Programmer,        Harvard University,"Boston, MA",,Assist with quality assurance of study data. Knowledge of advanced statistical methods including survival analysis and longitudinal data analysis;...
154,Statistical Analyst,    MbSolutions Inc,"Arlington, VA","$80,000 a year",The Contractor shall develop data collection processes/procedures and formats for information for utilization by the Government....
155,Scientist,        Medix,"Mundelein, IL",,"Understand and perform calculations as required by testing methods (some derivation of equations may be required) then review, approve, and communicate data..."
156,"Associate Statistical Analyst, HSR",        MD Anderson Cancer Center,"Houston, TX",,"Associated with observational and administrative data. Compiles, analyzes and reports statistical data for. Distribution of data for committee and scientific..."
157,Machine Learning Scientist,        Electronic Arts,"Redwood City, CA 94065",,What a Machine Learning Scientist does at EA. The next great EA Machine Learning Scientist should have. Our group develops AI and data driven solutions to game...
158,Senior Scientist / Engineer,        ECS Federal LLC,"Arlington, VA",,"ECS Federal, LLC (ECS) is seeking a Senior Scientist / Engineer to work in our Arlington, VA office. Demonstrated experience in the use of mathematics and..."
159,Senior Scientist/Associate Scientist,        GlaxoSmithKline,Pennsylvania,,Interprets data and draws conclusions from the data. Possess in-depth knowledge of how to analyze and interpret experimental/process data....
160,NCEAS Postdoctoral Researcher Position: Managing Soil Carbon,        University of California Santa Barbara,"Santa Barbara, CA",,"The Center is known for fostering collaboration and data driven analysis. NCEAS has a growing and thriving community of postdocs, resident scientists, and..."
161,Research Scientist,    Croda International Plc,Delaware,,Generate high quality data for promotional literature. Provide daily laboratory activity supervision to assure quality of data delivered....
162,Statistician - FAA,        Engility Corporation,"Washington, DC",,"Determine and present the pros and cons of using different tools (mainly R, SAS, Python, and SQL) for data transformation, calculation, and analysis...."
163,Modeling and Simulation Analyst (EO/IR),        Parsons Corporation,"Suitland, MD",,Parsons is supporting the Office of Naval Intelligence / Intelligence Analysis and Data Support (ONI IADS) Program Office ....
164,Statistical Analyst,        State of Oklahoma,Oklahoma,"$4,417 a month",Of data processing. Of data a wide. Applications to data management problems; Of sources of data;...
