21,Quantitative Research Analyst,        Rescare,"Baton Rouge, LA",,"Questionnaire development, sample frame, data tabulation generation, data delivery) and implementation. Data analysis using tools such as SPSS, mTAB and/or SAS...."
22,Business Development Research Analyst,        Booz Allen Hamilton,"McLean, VA",,"Experience with analyzing data. Booz Allen Hamilton has been at the forefront of strategy and technology for more than 100 years Today, the firm provides..."
23,Busness Development Research Analyst,        Booz Allen Hamilton,"McLean, VA",,"Job Number: R0004061 Booz Allen Hamilton has been at the forefront of strategy and technology for more than 100 years Today, the firm provides management and"
24,Entry Level- Data Scientist,    H3 Technologies,"Florence, KY 41042",,Entry level Data Scientist. We are looking for an entry level Data Scientist. We can provide project support to the Data Scientist who recently completed...
25,Quantitative Analyst Intern,        Mitre Corporation,"McLean, VA",,This is a summer internship position. The role will be to work alongside J81C Cost & Business Analytics technical staff to learn about the application of
26,Machine Learning Specialist,        Uber,"Pittsburgh, PA 15201 (Central Lawrenceville area)",,"Uber Advanced Technologies Group (ATG) is the R&D hub of Uber’s engineering team dedicated to self-driving technologies, mapping, and vehicle safety. This"
27,Research Scientist,        University of Virginia,"Charlottesville, VA",,The candidate will generate pre-clinical data in xenografts for CARs that have already been developed and will work with Dr....
28,Machine Learning Engineer,        IBM,"Denver, CO 80237 (Southeastern Denver area)",,"Foundation in core Computer Science (CS) competencies including data structures, algorithms and object oriented design...."
29,"2017 Summer Analyst, Equity Research",    FBR & Co.,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",,"2017 Summer Associate, Equity Research Overview of FBR FBR & Co. (Nasdaq: FBRC) provides investment banking, merger and acquisition advisory, institutional"
30,Machine Learning Research Scientist - 2004504,    Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)",,"Engineering efficient data intake, processing, and reporting streams for a variety of intelligence-related data...."
31,Machine Learning Engineer,        Verizon,"Township of Warren, NJ 07059",,"Bachelor’s degree in a field such as Computer Science, Computer Engineering, Statistics, Economics, Mathematics, Physics Experience in at least one major AI/NLP..."
32,Senior Projections and Statistical Analy...,        Employment Security Department,"Lacey, WA","$70,000 - $85,000 a year","Administering data sets of any stage of a study, including raw, cleaned, analyzed and results data sets...."
33,Research Statistician,    Orange County Fire Resue Department,"Winter Park, FL","$58,656 - $75,608 a year","Provides data to substantiate public policy position of concern to external governmental bodies and the media. Provides planning, research, and needs assessment..."
34,"Research Analyst, Global Policy",        Sanofi,"Washington, DC",,"This may require the identification and use of existing internal and external data, as well as constructing or manipulating data as needed, to support requests..."
35,Associate Bioinformatics Scientist,"        Illumina, Inc.","Redwood City, CA",,Assist in analysis of massively parallel sequencing (NGS) genomic data. Experience with statistical and mathematical modeling with genomic data....
36,Staff Scientist,        Siemens,"Hoffman Estates, IL 60169",,Demonstrated strong analytical and data analysis skills. Ability to communicate with both scientists and non-scientists is essential....
37,Research Engineering/ Scientist Associate III (Exempt),        University of Texas at Austin,"Austin, TX","$4,166 a month",Experience/interest in data analysis and programming. Identify potential use of data for model improvement. Manage real-world applications of the research team...
38,Advisory Manager – Cybersecurity – Analytics – Data Scientist,        EY,United States,,"We are seeking a Data Scientist to join our Cybersecurity practice. Data Modeling experience. Experience developing analytics for large data settings, and..."
39,Machine Learning Research Scientist,        Vencore,"Basking Ridge, NJ",,Record of publications in the area of machine learning or data analytics. Experience with leading teams of people in technical projects related to machine...
40,Statistician (Master's Level),        Ann & Robert H. Lurie Children’s Hospital of Chica...,"Chicago, IL",,"Writes programs and scripts that convert customer requirements into data extracts, making use of Epic Clarity, Epic Cogito data warehouse, Crystal Reports, SQL,..."
41,Statistician,        Karna LLC,"Rockville, MD",,"Create costume data files for approved proposals using restricted data from the RDC data portfolio. Statistician, SAS, statistical analysis, SUDAAN, STATA, data..."
42,Research Development Engineer/Scientist,    TULK llc,"Alexandria, VA","$160,000 a year",We are seeking a research scientist that applies theory to observables or proxy data to address intelligence issues in the geospatial domain....
43,"Analyst - Healthcare Analytics & Delivery, McKinsey New Ventures",        McKinsey & Company,"Washington, DC 20036 (Downtown area)",,"It is a unique mix of Healthcare Experts, physicians, statisticians, engineers, data scientists, and more. You will work with our Technology team to turn the..."
44,Statistician,        Aequor Technologies,"Berkeley Heights, NJ",,Experience with time-to-event data. Support regulatory responses using Medical affairs interventional and registry data....
45,Statistician,"    CES, LLC","Nashville, TN","$60,000 - $73,000 a year",SAS/ data analysis applications:. Data Analysts to provide proactive data analysis results with statistically high probabilities of producing case referrals to...
46,"Analyst, Research",        National Rural Electric Cooperative Association (N...,"Larchwood, IA",,"Preparing and analyzing data and figures; Manages standardized, recurring projects such as ACSI and Contact Follow-up studies with responsibility for data..."
47,Machine Learning Scientist,        EBSCO Information Services,"Ipswich, MA",,Machine Learning Scientist. Able to structure and process qualitative or quantitative data and draw insightful conclusions from it....
48,Machine Learning Software Researcher,        ARM,"San Jose, CA",,"About the Role We are looking to add exceptional researchers to our Machine Learning research team at ARM in San Jose, CA. As the industry's leading supplier..."
49,Data Analytics Engineer,    Fractal Industries,"Reston, VA",,Refactor algorithms created by our Data Scientists into production-quality and operational code. Data Analytics – Cyber Team Lead....
50,Machine Learning Software Researcher,    ARM Ltd.,"San Jose, CA",,"About the Role We are looking to add exceptional researchers to our Machine Learning research team at ARM in San Jose, CA. As the industry's leading supplier..."
51,"Program Analyst (Military Medical Research, Development, and Acquisition)",    Knowesis Inc.,"Falls Church, VA 22040",,"Possession of facilitation, critical thinking, analytical, quantitative, and data gathering skills. Has been providing data driven decisions and solutions to..."
52,"senior decision scientist, Business Strategy - Seattle, WA",        Starbucks,"Seattle, WA 98134 (Industrial District area)",,"Expert Ability to collect data using a variety of methods, such as data mining and hard copy or electronic documentation study to improve or expand databases...."
53,FEMA Research Analyst,        Centra Technology,"Washington, DC",,"Experience with the following data analysis tools is desired:. Knowledge or experience working with data relating to economic/financial analysis, military..."
54,Machine Learning Scientist,        DST Systems,"Kansas City, MO",,"They work closely with cross-functional business units, software engineering, and data scientists to simulate and test econometric/probabilistic relationships..."
55,Computational Social Scientist,        Booz Allen Hamilton,"McLean, VA",,"Computational Social Scientist. 3 years of experience with reviewing academic research papers and computer code to validate the methods assumptions, fit it to a..."
56,Research Program Analyst,        Booz Allen Hamilton,"Arlington, VA",,"Job Number: R0003661 Booz Allen Hamilton has been at the forefront of strategy and technology for more than 100 years Today, the firm provides management and"
57,Statistician,        Leidos,"Washington, DC 20001 (Shaw area)",,"Assist DEA statisticians and scientists in tracking phases or steps in cocaine production and transportation cycle within South America, Central America, Mexico..."
58,Exploratory Biomarker Assay Senior Analyst/Analyst (Grade 7/8): LC-MS/MS,        GlaxoSmithKline,Pennsylvania,,"Deliver, interpret and communicate complex scientific data to project/program teams in a timely manner by performing data analysis, record keeping and reporting..."
59,Senior Data Scientist - Chief Analytics Office,        IBM,"Armonk, NY",,Quantitative data analysis. Basic knowledge in Quantitative data analysis. The candidate should be driven to use data to solve real-world problems and...
60,Statistician,        Napleton Automotive Group,"Oak Brook, IL",,Utilize statistical methods to collect and analyze data. Analyze or interpret data and report conclusions from analyses....
61,Sr R/D Engineer,        Medtronic,"Santa Ana, CA",,Performs data analysis (statistical and practical) and develops appropriate action plans based upon such analysis....
62,Research Associate,        Abcam,"Branford, CT",,"Help assessing information to ensure data quality and completeness of results. The Research Associate will make observations, analyze data, and interpret..."
63,Machine Learning Engineer,        Dropbox,"San Francisco, CA",,"With our broad mission and massive scale, there are countless opportunities to make an impact.Dropbox’s Machine Learning group develops high impact solutions..."
64,Director of Machine Learning,        UPMC,"Pittsburgh, PA 15206 (Larimer area)",,"Work with product managers, partners and peers to formulate the data analytics problems. Description Job Purpose...."
65,Junior Scientist / Engineer,        ECS Federal LLC,"Arlington, VA",,"ECS Federal, LLC (ECS) is seeking a Junior Scientist / Engineer to work in our Arlington, VA office. Design theory, geometric modeling, numerical analysis,..."
66,Statistician,        Medtronic,"Minneapolis, MN",,"Improve data quality, data accessibility, and analytical processes. Maintain proficiency in statistical techniques, programming, and data management best..."
67,Associate,        Exponent,"Phoenix, AZ 85027",,"Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve..."
68,Research Engineering/ Scientist Assistant,        University of Texas at Austin,"Austin, TX","$2,813 a month",Assist with data collection and processing. Ability to quantitatively analyze data and present qualitative and quantitative results....
69,Machine Learning Researcher,    Schrodinger,"New York, NY",,"Experience using Machine Learning in low data settings. The candidate should understand how Machine Learning algorithms work, and be able to discuss optimal..."
70,"Data Scientist, Analytics",        Facebook,"Menlo Park, CA",,The Data Scientist Analytics role has work across the following four areas:. We’re looking for Data Scientists to work on our core and business products at...
71,Machine Learning Scientist,    Intellipro Group Inc.,California,,"The Big Data Intelligence Group is looking for a Machine Learning Scientist, to develop and apply algorithms and models in areas like nature language processing..."
72,Quantitative Scientist,        Flatiron Health,"New York, NY",,You love working with data and have experience exploring data with a critical and thoughtful eye. Experience working with longitudinal EMR data....
73,Research Analyst,        BRTRC,"Vienna, VA",,"BRTRC, a growing government contractor, is seeking a Research Analyst. This position is ideal for recent college graduates, looking for an entry-level, foot"
74,Advanced Analytics – Sr. Statistician,        Merkle Inc.,"Charlottesville, VA 22902",,"Statistician / Data Scientists. End-to-end experience applying statistical and machine learning in a production environment, including ETL, data quality..."
75,"Data Scientist, Junior",        Booz Allen Hamilton,"San Diego, CA 92108",,"Data Scientist, Junior. Experience with building complex data extraction, transformation, and loading (ETL) pipelines into structured databases, data warehouses..."
76,Informatics Scientist,    Northbound LLC,"New Haven, CT 06511 (Newhallville area)",,A comprehensive understanding of data mining and visualization. This experienced informatics scientist will be responsible for applying bioinformatics software...
77,Exploratory Biomarker Assay Senior Analyst (Grade 7): Immunoassay,        GlaxoSmithKline,"King of Prussia, PA",,"Deliver, interpret and communicate complex scientific data to project/program teams in a timely manner by performing data analysis, record keeping and reporting..."
78,Machine Learning Research Scientist,        ARM,"Boston, MA",,"As the industry's leading supplier of microprocessor technology, ARM provides efficient, low-power chip technology making electronic innovations come to life."
79,Research Scientist,        inVentiv Health Clinical,"Mount Rose, NJ",,"(This includes all aspects of flow cytometry experiments including performing staining experiments of at least 8 colors, FACS machine usage, and data analysis..."
80,Quantitative Analyst,        M&T Bank,"Buffalo, NY",,Support Senior Analysts and Managers in data analysis and model construction. Incorporate observations and data in to existing models to improve predictive...
81,"Research Scientist, Machine Learning",    Human Longevity,"Mountain View, CA",,"These researchers play a key role in the creation, optimization, and implementation of new methods and processes for the analysis of genotypic and phenotypic..."
82,Research Analyst,        The World Bank Group,"Washington, DC",,"S/he will manage data, conduct in-depth analysis of household and administrative data on issues related to human capital for analytical and policy reports,..."
83,Applied Statistician,"        Advance Services, Inc.","Creve Coeur, MO","$55,000 - $75,000 a year","Analyzes and interprets data from various sources. Responsible for ensuring data quality supplied by vendor. A solid knowledge base in applied statistics, data..."
84,Scientist,        PRA International,"Lenexa, KS",,Reviews and approves data of other scientists. A Scientists primary function is development of methods....
85,Statistician HPL,        UPMC,"Pittsburgh, PA 15219 (Middle Hill area)",,Work with data team to generate and organize constructs necessary for data analysis. Investigate variances in data and derive solutions to quality issues....
86,"Decision Scientist, Marketing Infrastructure",        Facebook,"Menlo Park, CA",,Build data expertise and own data quality for the Marketing organization. We are seeking a talented Decision Scientist who thrives at the intersection of data...
87,Jr. Data Scientist,        Comverge Inc,"Denver, CO",,Data Scientist will produce innovative solutions drivenby exploratory data analysis from complex and high-dimensional datasets....
88,"Scientist, Analytical Chemistry",    Zymergen,"Emeryville, CA 94608",,"Scientist, Analytical Chemistry. Equipment, Data and Team Management. Interact with software engineers for the capture, storage, and processing of measurement..."
89,Senior Data Scientist - Revenue Management,        HomeAway,"Austin, TX",,"As a Data Scientist on the Revenue Management Team , you’ll play a major role in how we architect, visualize, and interpret critical data that is at the very..."
90,Senior Data Scientist - Banking Analytics,        McKinsey & Company,"New York, NY 10022 (Midtown area)",,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,000 dedicated professionals (including more than 800 analysts and data scientists)..."
91,Machine Learning Engineer,        Cambridge Consultants Ltd,"Boston, MA",,Main Purpose of the Job You will design and develop machine learning systems for a range of clients from industries as diverse as warehouse automation to the
92,BI/Visualization Analyst,"        Neustar, Inc.","McLean, VA",,Interested in growing as a data scientist or visualization expert to help organizations extract insights in an easy and rapid manner....
93,Machine Learning Systems Intern,        Intel,"Hillsboro, OR 97124",,This position focuses on data analytics applications using deep learning and machine learning approaches. The data center is the underpinning for every data...
94,Bioinformatics Analyst (NCI),        Leidos,"Bethesda, MD 20813",,Management of large genomic data sets including integration with data available from public sources. Processing high throughput biomedical data:....
95,Data Scientist / Digital Analyst,        NPR,"Washington, DC",,"The Data Scientist / Digital Analyst works under the direct supervision of Senior Director, Audience Insights...."
96,Healthcare Statistical Analyst,        Strategic Management,"Alexandria, VA 22315",,"Extracting data and database management, developing data queries, importing/exporting data into various formats...."
97,Python / Machine Learning Engineer,        Adobe,"San Jose, CA",,"Experience with big data techniques (such as Hadoop, MapReduce, Spark). Familiarity working with large-scale data-sets and big data techniques would be a plus...."
98,"Research Scientist, Area Operations, Economics and Computation",        Facebook,"Menlo Park, CA",,"Drive the collection of new data and the refinement of existing data sources. Facebook is seeking a Research Scientist to join the Operations, Economics and..."
99,Research Scientist,        Ohio State University Medical Center,Ohio,"$47,476 - $50,000 a year","Extracts, compiles, analyzes and evaluates data; Research Scientist to plan, develop and build an independent research program resulting in publishable..."
100,Statistical Programmer,    Social & Scientific Systems Inc.,"Silver Spring, MD 20910",,Participates in a highly collaborative environment as an integral member of a clinical project team to create data displays and data summaries for studies...
101,Principal Data Scientist (Insights & Analytics),    Coupang(TECH),"Seattle, WA",,Principal Data Scientist. The Insights & Analytics team within the Data team is looking for a Principal Data Scientist with a solid background in advanced...
102,Research Scientist - Big Data Analytics,        Intelligent Automation,"Rockville, MD 20855",,"Cloud, Big data tools and frameworks such as Openstack, Hadoop, Solr, Hbase and Spark, Dockers, Ansible...."
103,Machine Learning and Computational Engineering Researcher,        ARM,"Austin, TX",,"The hardware engineering process is already highly automated, but our existing methods don’t improve with use, learn from experience, or leverage our huge..."
104,"Clinical Data Scientist (Associate, entry level with DM experience)",        Pfizer Inc.,"New York, NY 10017 (Midtown area)",,"Prepare (or assist in the preparation of) data transfer specifications and data flow for all trial data, including CRF and non-CRF data...."
105,"Data Scientist, Analytics",        MedExpress,"Canonsburg, PA 15317",,Exploratory data analysis. We’re looking for a data scientist to work across all areas of our business. Apply your expertise in quantitative analysis and data...
106,"Engineer, Machine Learning & AI",        Lenovo,"Chicago, IL",,"Motorola Mobility is one of the world’s fastest growing smartphone providers, creating groundbreaking, affordable, high-quality products designed and built"
107,All Source Research Analyst,        Engility Corporation,"Fort Meade, MD 20755",,Engility is in need of All Source Resource Analysts for a unique opportunity for qualified analysts to receive excellent compensation in support of a surge
108,Research Scientist,        Florida International University,"Miami, FL",,Presents scientific papers related to data collection on specific studies. Coordinating and collecting the clinical data with the Regional Reference Laboratory...
109,Statistical Analyst,        AbbVie,"Lake County, IL",,Data set specifications. Data Sets and Programs:. Understanding of submission data requirements. For the creation of data definition documents....
110,Senior Research Analyst,        Central New Mexico Community College,"Albuquerque, NM","$53,137 a year","Organizes, maintains and develops data collection, which includes consulting with staff, faculty and administration to ensure appropriateness of data and..."
111,Statistician,        Intel,"Hillsboro, OR 97124",,"Ability to work effectively with others, provide team leadership in data analysis and interpretation. Activities include consulting with managers, engineers,..."
112,Analyst,        Kantar Millward Brown,"Lisle, IL",,"We are looking for a data scientist with experience in marketing analytics, to join us with the title of Analyst...."
113,Machine Learning Engineer,    Casetext,"San Francisco, CA",,"Experience training and evaluating ML models on real world data, especially text data. The data team at Casetext is developing groundbreaking technology for..."
114,Machine Learning Engineer,        Wish,"Toronto, OH",,"Ability to work on data mining , data science projects with application engineering, quality engineers and product management...."
115,Senior Scientist / Engineer,        ECS Federal LLC,"Arlington, VA",,"ECS Federal, LLC (ECS) is seeking a Senior Scientist / Engineer to work in our Arlington, VA office. Demonstrated experience in the use of mathematics and..."
116,"Analyst, Statistical Programming I",        BlueCross BlueShield of South Carolina,"Columbia, SC",,Data analysis and interpretation experience. Assists in creating materials that aid in illustrating analytical data findings....
117,"Criminal Justice Research Analyst, Lead",        Booz Allen Hamilton,"Washington, DC",,"Analyze performance measures and other justice data. Lead a team that will design and develop logic models, performance measures, and criminal justice data..."
118,"Research Analyst, Policy Brands Roundtable",        Atlantic Media,"Washington, DC 20037 (Foggy Bottom area)",,Experience analyzing quantitative benchmarking survey data. Background in creating visual graphics of both quantitative and qualitative data....
119,Statistical Programming Analyst II,        BlueCross BlueShield of South Carolina,"Columbia, SC",,"Assists with sophisticated data interpretation, compilation and verification to guide departmental efforts. Develops comprehensive reports and analyzes data in..."
120,Quantitative Research Analyst (QES),"    Graham Capital Management, LP.","Rowayton, CT",,"Quantitative trading system development, robust statistics, large data set manipulation. Maintain statistical and data monitoring processes that run on a 24/7..."
121,Statistician - FAA,        Engility Corporation,"Washington, DC",,"Determine and present the pros and cons of using different tools (mainly R, SAS, Python, and SQL) for data transformation, calculation, and analysis...."
122,Research Associate 1,"        Kemin Industries, Inc.","Des Moines, IA 50317 (Gray's Woods area)",,Perform basic data analysis. Support other scientists in performing laboratory experiments. Calculate data and put into report format for supervisor/manager....
123,Research Analyst,        University of Maryland,"College Park, MD",,Data management and analyses; And maintaining connections and communication with other campus offices and programs for survey distribution and data collection....
124,Research Scientist,        Criteo,"Palo Alto, CA 94301 (Professorville area)",,"Stochastic gradient descent is great when you have lots of data. Thankfully, you have billions of data points to help you.- Recommender systems:...."
125,Technical Target Analyst,        Engility Corporation,"McLean, VA 22101",,"Background in data visualization and data analysis. Experience extracting and analyzing data from databases and data sources using Perl, SQL, and similar..."
126,Scientist,        EMD,"Rockville, MD",,Performs analysis and interpretation of data. The Scientist will perform/ oversee a wide variety of safety testing required to manufacture clinical and...
127,Junior Data Scientist,    BitVoyant,"Rosslyn, VA",,"Junior Data Scientist. As a Data Scientist (Big Data), you will apply cutting-edge statistical and mathematical methods to the collection, correlation and..."
128,"Software Engineer, Machine Learning",        Facebook,"Boston, MA",,"Develop highly scalable classifiers and tools leveraging machine learning, data regression, and rules based models...."
129,Sr. Data Analyst – Financial Planning and Analysis,        Minnesota Eye Consultants,"Bloomington, MN",,SENIOR DATA ANALYST - FINANCIAL PLANNING AND ANALYSIS. Work closely with Operations and IT team to ensure data accuracy for the dashboard metrics....
130,Modeling and Simulation Analyst (EO/IR),        Parsons Corporation,"Suitland, MD",,Parsons is supporting the Office of Naval Intelligence / Intelligence Analysis and Data Support (ONI IADS) Program Office ....
131,Research Scientist,        Adobe,"San Francisco, CA",,"Adobe Research invites applications for a Research Scientist position. Additionally, Adobe's recent growth in areas like web analytics (e.g., SiteCatalyst,..."
132,Analytic Scientist II,        FICO,"San Diego, CA",,Analytic Scientist II. Assist with client meetings to investigate and resolve production data problems. Assist with model go-lives by performing production data...
133,Machine Learning Engineer,    Fathom Health,"San Francisco, CA",,"Work with a range of structured and unstructured data sources. Managing large-scale crowd-sourcing data labelling and acquisition (Amazon Turk, Crowdflower, etc..."
134,Statistician/Econometrician,        American Institutes for Research,"Washington, DC",,The American Institutes for Research (AIR) is a leading professional services firm specializing in all aspects of education and other social policy issues.
135,Analytics and Machine Learning Software Engineer,        Cray,"San Jose, CA",,Cray Analytics provides data scientists the tools they need to tackle some of the world’s most difficult data analysis problems....
136,"Applied Research Scientist, Computer Vision",        Facebook,"Menlo Park, CA",,"Develop novel and accurate computer vision algorithms and systems, leveraging deep learning and machine learning on big data resources...."
137,Scientist Analytical Assays,    Batavia Biosciences Inc.,"Woburn, MA 01801",,"You are capable of keeping meticulous track of experimental data and results in lab notebooks, have an understanding of the necessary work and are able to meet..."
138,Research Scientist - Machine Learning,    Baidu USA,"Sunnyvale, CA 94089",,"Baidu Research, headquartered in Silicon Valley, is looking to hire Research Scientists with strong machine learning or deep learning backgrounds...."
139,"Research/Senior Scientist, Discovery Technology","    Theravance, Inc.","South San Francisco, CA 94080",,"The successful candidate should have robust experimental design and troubleshooting skills, and excellent data analysis/mining/statistics capabilities...."
140,Environmental Health Scientist,        Exponent,"Oakland, CA",,Exponent’s Center for Health Sciences is seeking an Environmental Health Scientist for a Scientist level position in one of our San Francisco Bay Area offices...
141,Machine Learning Engineer,        Lawrence Livermore National Laboratory,"Livermore, CA 94550",,"We have multiple openings for Engineers, Computer Scientists, Data Engineers, Applied Statisticians, or Applied Mathematicians...."
142,Technology - GSAM Technology - Search and Machine Learning Engineer,        Goldman Sachs,"New York, NY 10282 (Tribeca area)",,"Goldman Sachs Asset Management is one of the world's leading asset management institutions. GSAM delivers innovative investment solutions managing a global,"
143,Quantitative Analyst,    M-CAM International,"Charlottesville, VA","$80,000 - $90,000 a year","As scientists and researchers, our quantitative analysts use advanced data analysis techniques to glean further information from the financial markets...."
144,NLP - Machine Learning Researcher,        Verint Systems Inc.,Illinois,,"Experience in statistics and data analysis, and familiarity with software packages for statistical analysis and NLP toolkits...."
145,Machine Learning Engineer,    Liftoff,"Palo Alto, CA",,"Our ML Engineer role combines the classic ""ML Scientist"" and ""Data Engineer"" role at other companies. At Liftoff, we’re solving one of the core problems faced..."
146,Business Analytics Developer,        Dell,"Austin, TX 73301 (St Edwards area)",,"The Business Analytics Developer functions as solutions architect, database developer, data scientist, and web developer...."
147,Research Analyst Summer Internship,    Springbox,"Austin, TX 78701 (Downtown area)",$14 an hour,"Proven ability to analyze and draw conclusions from data, including sampling error and data limitations...."
148,Scientist,        Medix,"Mundelein, IL",,"Understand and perform calculations as required by testing methods (some derivation of equations may be required) then review, approve, and communicate data..."
149,Machine Learning Scientist,        Electronic Arts,"Redwood City, CA 94065",,What a Machine Learning Scientist does at EA. The next great EA Machine Learning Scientist should have. Our group develops AI and data driven solutions to game...
150,Senior Scientist/Associate Scientist,        GlaxoSmithKline,Pennsylvania,,Interprets data and draws conclusions from the data. Possess in-depth knowledge of how to analyze and interpret experimental/process data....
151,Research Scientist,        Areté Associates,"Chantilly, VA",,"Assess algorithm performance on real-world data. Sensor applications including EO/IR and radar, data analysis, signal processing, machine learning, algorithm..."
152,Statistical Analyst/Programmer,        Harvard University,"Boston, MA",,Assist with quality assurance of study data. Knowledge of advanced statistical methods including survival analysis and longitudinal data analysis;...
153,Quantitative Research Analyst,"    Graham Capital Management, LP.","Rowayton, CT",,Objective: Research and develop ways to improve GCM’s current trading systems and create new systematic trading signals to complement and diversify the firm’s
154,Data Visualization/Web App Engineer - AAP,    RIIS,"Ann Arbor, MI",,"The Data Visualization Engineer will work with the TDM team which consists of Product Managers, UX Designers, and Data Scientists...."
155,Scientist 1 - Research and Development / Mission Bay San Francisco,"        Illumina, Inc.","San Francisco, CA 94158 (South Of Market area)",,"Experimental design, execution, and data analysis. Work collaboratively with scientists and engineers based in San Francisco, San Diego, and around the world...."
156,Machine Learning Scientist,        Amazon Corporate LLC,"Seattle, WA",,"We have the richest, most diverse data of any Internet company. Besides theoretical analysis and innovation, our scientists also work closely with software..."
157,Statistical Analyst,        State of Oklahoma,Oklahoma,"$4,417 a month",Of data processing. Of data a wide. Applications to data management problems; Of sources of data;...
158,Machine Learning Research Scientist,    Sentient,"San Francisco, CA",,"We are seeking an exceptional Machine Learning Research Scientist to join our Artificial Intelligence team. Combining evolutionary computation, deep learning..."
159,Engagement Manager,    Simple [A],"Washington, DC",,"We are content engineers, analysts, programmers, developers, architects, content strategists, strategic consultants, data scientists, producers, marketers,..."
160,Analytical Specialist/Scientist,"    Integrated Analytical Solutions, Inc.","Berkeley, CA",,"Interpret, compile and review laboratory data. Work closely with management, scientists and team members to develop and validate test methods based on LC-MS/MS,..."
161,"Analyst, Operations",        Walmart eCommerce,"San Bruno, CA 94066",,"Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and..."
162,Epidemiologist,        Exponent,"Washington, DC 20036 (Downtown area)",,"Assisting with statistical analyses of epidemiologic data; Statistical analysis of administrative, observational, and clinical data...."
163,Technical Research Analyst,        Booz Allen Hamilton,"College Park, MD 20740",,Experience with big data technologies and their application. Booz Allen Hamilton has been at the forefront of strategy and technology for more than 100 years...
164,Statistician,    Sony Interactive Entertainment PlayStation,"San Mateo, CA",,3+ years experience analyzing large data sets and using big data tools (e.g. Experience using advanced data analysis techniques (e.g....
165,"Scientist, Analytical Methods",    Katalyst HealthCares & Life Sciences,"Daly City, CA",,"Present data to scientists and management in internal venues (technical and project team meetings). We are seeking a highly motivated, results-oriented, self..."
